# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 9 Manufacturer: HUAWEI Model: COR-AL00
# 
# Raw,ElapsedRealtimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb
# 
# Fix,Provider,Latitude,Longitude,Altitude,Speed,Accuracy,(UTC)TimeInMs
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
Raw,132807737,1327853470766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,17,220.0,1,617139,400,0.0,655.2460268663708,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132807740,1327853470766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,19,220.0,1,800586,400,0.0,607.1594648470636,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132807755,1,,,-9223372036854775808,,,,,0,24,0.0,17,1,1,30.0,-700.0,1.0,1,1.0,1.0,1.57500006E9,,0.0,1.0,0,1.0,1,1.0
Raw,132807768,1,,,-9223372036854775808,,,,,0,24,0.0,17,1,1,30.0,-700.0,1.0,1,1.0,1.0,1.57500006E9,,0.0,1.0,0,1.0,1,1.0
Fix,gps,34.183924,117.186067,0.000000,0.000000,30.000000,1643818252550
Raw,132808688,1327853471766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,17,220.0,1,614858,400,0.0,658.1114815198816,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132808689,1327853471766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,19,220.0,1,798468,400,0.0,606.4773703983519,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132809691,1327853472766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,17,220.0,3,8612740,10,33.0,659.4526415050495,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132809692,1327853472766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,19,220.0,3,13796589,10,36.0,606.3907378236763,0.1,0,0.0,0.0,1.57542003E9,,,,0,,1,
Raw,132811721,1327853474766762752,18,,-2299,-0.0363708497211519,333.564095198152,231.05718023099834,0.0,0,6,220.0,33,8791323,25,26.0,-475.4760718368853,0.1,0,0.0,0.0,1.59975002E9,,,,0,,3,
